City_ID,City,Latitude,Longitude,Max Temperature,Humidity,Cloudiness,Wind Speed,Country,Date
269,chapais,49.7834,-74.8492,1.18,94,100,6.49,CA,1675303411
270,tutoia,-2.7619,-42.2744,79.36,85,100,10.58,BR,1675303573
271,trat,12.5,102.5,82.87,50,100,1.57,TH,1675303506
272,rabo de peixe,37.8,-25.5833,51.31,76,20,6.91,PT,1675303573
273,hearst,49.6835,-83.6665,-7.35,96,80,5.79,CA,1675303574
274,lasalgaon,20.15,74.2333,62.49,44,63,5.95,IN,1675303575
275,mareeba,-17.0,145.4333,89.47,69,97,6.29,AU,1675303575
276,piacabucu,-10.4056,-36.4344,76.86,85,31,6.38,BR,1675303316
277,esna,25.2934,32.554,51.82,51,2,7.54,EG,1675303576
278,buala,-8.145,159.5921,83.82,75,100,5.91,SB,1675303576
279,meadow lake,34.8014,-106.5436,40.78,34,0,9.69,US,1675303577
280,salon,26.0333,81.45,48.81,66,5,7.29,IN,1675303577
281,sovetskiy,61.3614,63.5842,3.99,100,73,3.65,RU,1675303578
282,san luis,-33.295,-66.3356,65.14,90,40,14.5,AR,1675303578
283,willowmore,-33.2926,23.4895,59.85,75,4,4.32,ZA,1675303578
284,bud,39.447,-86.1758,26.82,64,68,2.37,US,1675303522
285,vila velha,-20.3297,-40.2925,76.95,89,40,8.05,BR,1675303413
286,atar,20.5169,-13.0499,68.2,11,100,4.88,MR,1675303579
287,presidente franco,-25.5333,-54.6167,79.56,78,0,3.44,PY,1675303580
288,katobu,-4.9408,122.5276,84.65,70,99,4.72,ID,1675303580
289,nantucket,41.2835,-70.0995,29.14,78,0,0.0,US,1675303581
290,sakakah,29.9697,40.2064,45.97,46,2,13.09,SA,1675303581
291,dukat,62.55,155.55,-7.2,96,77,1.83,RU,1675303581
292,kruisfontein,-34.0033,24.7314,58.89,76,31,6.11,ZA,1675303582
293,lipany,49.1538,20.9638,35.06,95,92,5.37,SK,1675303583
294,petropavlovsk-kamchatskiy,53.0452,158.6483,9.19,61,0,6.71,RU,1675303583
295,gorontalo,0.5412,123.0595,82.69,71,88,5.75,ID,1675303555
296,bathsheba,13.2167,-59.5167,75.81,73,20,8.05,BB,1675303491
297,mahon,39.8885,4.2658,45.16,93,20,4.61,ES,1675303584
298,muli,2.9167,73.5667,80.69,63,98,12.39,MV,1675303584
299,avera,33.194,-82.5271,59.56,85,100,7.27,US,1675303584
300,conop,46.1,21.8833,38.41,99,100,7.99,RO,1675303585
301,marsaxlokk,35.8419,14.5431,52.41,82,0,5.75,MT,1675303585
302,genhe,50.7833,121.5167,-9.78,91,58,2.95,CN,1675303586
303,mahebourg,-20.4081,57.7,77.29,88,75,3.44,MU,1675303586
304,nuuk,64.1835,-51.7216,9.88,66,3,5.99,GL,1675303586
305,hobbs,32.7026,-103.136,32.05,64,100,1.01,US,1675303537
306,jiexiu,37.0244,111.9125,33.67,31,100,2.33,CN,1675303587
307,corrente,-3.7367,-43.3394,71.64,99,100,2.62,BR,1675303587
308,terrace bay,48.7834,-87.1,1.44,90,45,10.98,CA,1675303588
309,mahibadhoo,3.7833,72.9667,79.16,70,100,11.72,MV,1675303588
310,beauceville,46.2179,-70.7787,9.5,85,100,1.14,CA,1675303588
311,sambava,-14.2667,50.1667,76.41,88,100,9.64,MG,1675303589
312,ocos,14.5094,-92.1933,73.58,66,6,5.75,GT,1675303589
313,ruteng,-8.6136,120.4721,71.17,80,100,1.63,ID,1675303589
314,kyshtovka,56.555,76.6271,-7.85,99,22,4.65,RU,1675303590
315,gondar,12.6,37.4667,57.52,30,100,5.12,ET,1675303590
316,nouadhibou,20.931,-17.0347,60.78,67,100,17.27,MR,1675303590
317,bentiu,9.2333,29.8333,76.87,21,5,7.9,SS,1675303591
318,le vauclin,14.5452,-60.8388,73.45,83,20,3.44,MQ,1675303591
319,chicama,-7.8447,-79.1469,70.34,67,40,3.65,PE,1675303592
320,port lincoln,-34.7333,135.8667,66.61,65,81,28.34,AU,1675303592
321,ballina,-28.8667,153.5667,87.01,76,56,10.25,AU,1675303592
322,palu,-0.8917,119.8707,82.22,84,100,2.37,ID,1675303364
323,kempele,64.9131,25.5034,23.13,100,100,5.75,FI,1675303593
324,jumla,29.2747,82.1838,37.09,16,0,6.55,NP,1675303593
325,pankovka,58.5,31.1999,25.21,94,100,7.9,RU,1675303594
326,tilichiki,60.4667,166.1,13.06,93,100,6.93,RU,1675303594
327,nabire,-3.3667,135.4833,84.06,71,81,3.96,ID,1675303594
328,arman,59.7,150.1667,16.02,89,98,4.88,RU,1675303595
329,coos bay,43.3665,-124.2179,48.24,90,0,12.66,US,1675303423
330,khandbari,27.3747,87.2039,57.81,28,0,2.86,NP,1675303595
331,lipari,38.4674,14.954,46.27,52,71,2.8,IT,1675303595
332,ontario,34.0633,-117.6509,61.25,29,20,5.75,US,1675303551
333,garavuti,37.5672,68.4469,48.85,72,100,3.06,TJ,1675303596
334,jinzhou,41.1078,121.1417,23.14,27,83,4.76,CN,1675303596
335,teguldet,57.3064,88.1667,-16.1,100,100,2.15,RU,1675303597
336,takoradi,4.8845,-1.7554,78.08,91,0,5.37,GH,1675303387
337,grindavik,63.8424,-22.4338,36.07,80,100,35.68,IS,1675303597
338,masallatah,32.6167,14.0,50.65,76,59,7.11,LY,1675303597
339,garza garcia,25.6667,-100.4,40.77,67,14,2.66,MX,1675303598
340,rincon,32.296,-81.2354,67.96,84,0,0.0,US,1675303598
341,barcelona,41.3888,2.159,50.54,64,0,13.8,ES,1675303447
342,rio grande,-32.035,-52.0986,74.46,83,1,10.29,BR,1675303599
343,saint-georges,12.0564,-61.7485,73.08,83,20,0.0,GD,1675303599
344,norman wells,65.282,-126.8329,-32.76,75,40,2.3,CA,1675303323
345,selenginsk,52.0064,106.8647,-17.99,80,100,0.72,RU,1675303599
346,salalah,17.0151,54.0924,73.49,56,75,4.61,OM,1675303600
347,gerzat,45.8243,3.144,42.75,65,100,2.3,FR,1675303600
348,port macquarie,-31.4333,152.9167,84.88,58,3,16.49,AU,1675303600
349,khasan,42.4308,130.6434,19.51,51,0,17.27,RU,1675303601
350,kubrat,43.8,26.5,36.1,78,100,13.44,BG,1675303601
351,waingapu,-9.6567,120.2641,84.31,70,100,8.61,ID,1675303602
352,ritchie,-29.038,24.6028,72.91,63,30,12.19,ZA,1675303602
353,buraydah,26.326,43.975,54.68,50,0,5.39,SA,1675303602
354,mezen,65.8522,44.24,18.3,94,34,8.14,RU,1675303603
355,provideniya,64.3833,-173.3,24.91,80,75,11.18,RU,1675303603
356,filadelfia,39.9523,-75.1638,32.14,56,0,0.0,US,1675303504
357,vestmanna,62.1564,-7.1664,32.92,93,75,5.75,FO,1675303603
358,ofunato,39.0717,141.7167,34.02,58,5,18.59,JP,1675303604
359,brownsville,25.9018,-97.4975,41.09,97,100,10.36,US,1675303604
360,upernavik,72.7868,-56.1549,-18.06,93,73,3.87,GL,1675303604
361,kulhudhuffushi,6.6221,73.07,79.84,69,64,11.23,MV,1675303605
362,eureka,40.8021,-124.1637,52.99,78,16,3.8,US,1675303525
363,roswell,34.0232,-84.3616,52.09,87,100,5.75,US,1675303605
364,talaya,61.3833,152.75,-13.68,98,94,0.65,RU,1675303605
365,fengrun,39.8333,118.1167,27.46,30,96,2.89,CN,1675303606
366,swan hill,-35.3378,143.5544,71.62,32,3,17.29,AU,1675303606
367,pangoa,-12.1167,-73.0,67.55,99,84,1.39,PE,1675303606
368,goderich,43.7501,-81.7165,28.9,63,100,19.57,CA,1675303474
369,ufa,54.775,56.0375,-2.7,99,100,2.26,RU,1675303607
370,muros,42.7762,-9.0603,41.85,88,3,6.35,ES,1675303607
371,gejiu,23.306,103.1635,54.5,55,14,4.25,CN,1675303608
372,shiyan,32.6475,110.7781,38.25,29,100,5.35,CN,1675303608
373,yambio,4.5721,28.3955,73.29,50,59,2.8,SS,1675303608
374,tuatapere,-46.1333,167.6833,75.52,59,100,4.25,NZ,1675303609
375,abancay,-13.6339,-72.8814,58.26,89,97,2.95,PE,1675303609
376,taoudenni,22.6783,-3.9836,56.53,21,89,11.54,ML,1675303609
377,kaohsiung,22.6163,120.3133,73.35,64,20,5.75,TW,1675303610
378,kaseda,31.4167,130.3167,55.45,54,35,4.74,JP,1675303610
379,ha giang,22.8333,104.9833,66.97,69,43,1.25,VN,1675303610
380,pochutla,15.7432,-96.4661,72.59,74,4,4.5,MX,1675303611
381,lompoc,34.6391,-120.4579,55.54,77,0,5.99,US,1675303611
382,acapulco,16.8634,-99.8901,80.42,74,0,4.61,MX,1675303400
383,namwala,-15.7504,26.4384,63.81,98,100,2.19,ZM,1675303612
384,saldanha,-33.0117,17.9442,62.74,89,0,17.81,ZA,1675303612
385,ghanaur,30.3322,76.6072,48.36,63,7,9.37,IN,1675303612
386,marquette,46.5333,-87.6335,16.77,60,99,6.89,US,1675303362
387,bethel,41.3712,-73.414,30.76,52,0,1.99,US,1675303330
388,makakilo city,21.3469,-158.0858,80.35,69,40,9.22,US,1675303613
389,salzwedel,52.85,11.15,43.02,90,100,22.24,DE,1675303613
390,zeya,53.75,127.2667,-5.3,77,46,1.3,RU,1675303613
391,sanand,22.9833,72.3833,57.42,32,45,9.98,IN,1675303614
392,hovd,48.0056,91.6419,-0.13,76,75,2.08,MN,1675303614
393,zadar,44.1197,15.2422,41.61,93,75,2.3,HR,1675303614
394,geraldton,-28.7667,114.6,97.21,23,0,21.85,AU,1675303615
395,sharan,54.8167,54.0,11.35,87,100,3.85,RU,1675303615
396,zlobin,45.2924,14.6541,35.58,92,40,2.3,HR,1675303615
397,abu kamal,34.4506,40.9171,49.78,55,73,18.68,SY,1675303616
398,kenai,60.5544,-151.2583,30.09,93,100,4.61,US,1675303616
399,comodoro rivadavia,-45.8667,-67.5,67.26,55,63,8.14,AR,1675303616
400,kutum,14.2,24.6667,57.92,23,57,7.23,SD,1675303512
401,barranca,-10.75,-77.7667,71.67,79,100,5.55,PE,1675303617
402,lima,-12.0432,-77.0282,78.91,70,0,14.97,PE,1675303506
403,nanortalik,60.1432,-45.2371,19.92,79,99,9.95,GL,1675303617
404,kumbo,6.2,10.6667,61.88,31,1,3.04,CM,1675303617
405,beloslav,43.1833,27.7,39.42,88,100,8.05,BG,1675303618
406,margate,51.3813,1.3862,46.69,75,75,5.01,GB,1675303549
407,teguise,29.0605,-13.564,61.02,63,20,18.41,ES,1675303618
408,pittsburg,38.028,-121.8847,54.01,63,0,4.61,US,1675303515
409,banda aceh,5.5577,95.3222,80.49,75,90,5.66,ID,1675303619
410,nicoya,10.1483,-85.452,75.51,70,55,10.54,CR,1675303619
411,armizonskoye,55.9461,67.6736,3.18,91,71,5.66,RU,1675303619
412,khorramshahr,30.4397,48.1664,55.87,61,7,5.91,IR,1675303620
413,marsabit,2.3284,37.9899,67.17,59,0,12.66,KE,1675303620
414,moerai,-22.4333,-151.3333,80.17,75,52,12.15,PF,1675303620
415,reconquista,-29.15,-59.65,81.88,34,0,6.71,AR,1675303621
416,maryborough,-25.5333,152.7,88.9,63,59,4.47,AU,1675303621
417,esperance,-33.8667,121.9,64.51,70,99,11.56,AU,1675303621
418,tatawin,32.9297,10.4518,44.2,72,0,3.89,TN,1675303622
419,road town,18.4167,-64.6167,77.09,83,40,8.05,VG,1675303502
420,los llanos de aridane,28.6585,-17.9182,55.15,58,0,11.5,ES,1675303623
421,rasht,37.2808,49.5832,46.85,75,91,2.01,IR,1675303624
422,zaysan,47.4667,84.8667,2.01,87,21,3.4,KZ,1675303625
423,kihei,20.785,-156.4656,79.97,83,20,5.75,US,1675303625
424,hartford,41.7668,-72.7662,27.97,67,0,1.01,US,1675303587
425,sibut,5.718,19.0739,77.29,28,15,1.66,CF,1675303626
426,niesky,51.2924,14.8211,39.22,79,99,20.78,DE,1675303626
427,yenagoa,4.9247,6.2642,77.65,87,4,3.2,NG,1675303377
428,sembe,1.6481,14.5806,70.41,81,12,2.44,CG,1675303627
429,apartado,7.883,-76.6259,74.44,86,6,5.73,CO,1675303627
430,bahia honda,22.9036,-83.1592,73.44,83,2,7.96,CU,1675303628
431,faya,18.3851,42.4509,52.32,62,16,4.9,SA,1675303628
432,quelimane,-17.8786,36.8883,72.99,90,83,2.33,MZ,1675303629
433,constitucion,-35.3333,-72.4167,59.95,70,0,13.2,CL,1675303434
434,jaguarao,-32.5661,-53.3758,70.65,88,1,7.2,BR,1675303630
435,diapaga,12.0708,1.7889,75.83,16,57,7.2,BF,1675303630
436,marsh harbour,26.5412,-77.0636,75.22,73,23,3.83,BS,1675303550
437,richards bay,-28.783,32.0377,73.08,87,9,9.04,ZA,1675303632
438,dongzhen,22.3797,110.9389,73.35,58,54,3.53,CN,1675303633
439,guane,22.2025,-84.0875,71.49,84,0,4.41,CU,1675303634
440,awjilah,29.1081,21.2869,50.38,65,1,7.72,LY,1675303635
441,miles city,46.4083,-105.8406,29.37,69,0,9.22,US,1675303632
442,pitimbu,-7.4706,-34.8086,81.19,80,11,8.46,BR,1675303636
443,kidal,18.4411,1.4078,67.15,12,99,7.61,ML,1675303637
444,praia,14.9215,-23.5087,68.54,73,75,16.11,CV,1675303637
445,lujan,-34.5703,-59.105,76.01,76,100,1.99,AR,1675303638
446,guerrero negro,27.9769,-114.0611,57.88,58,0,10.27,MX,1675303639
447,kuzhener,56.8111,48.9128,8.37,88,99,7.58,RU,1675303639
448,emba,48.8264,58.1442,14.22,77,100,10.0,KZ,1675303640
449,bonney lake,47.1771,-122.1865,42.49,71,97,1.99,US,1675303640
450,bam,29.106,58.357,55.96,61,1,11.5,IR,1675303641
451,mpongwe,-13.5091,28.155,63.28,98,100,3.33,ZM,1675303641
452,zalari,53.5584,102.5065,-4.63,98,98,1.59,RU,1675303642
453,lahaina,20.8783,-156.6825,79.95,84,66,3.78,US,1675303422
454,mount gambier,-37.8333,140.7667,55.62,76,100,17.38,AU,1675303643
455,cobija,-11.0267,-68.7692,70.97,94,63,2.39,BO,1675303643
456,la palma,33.8464,-118.0467,62.92,41,20,6.91,US,1675303644
457,charters towers,-20.1,146.2667,93.47,34,43,9.84,AU,1675303644
458,skjervoy,70.0311,20.9714,12.2,67,48,4.47,NO,1675303645
459,gobabis,-22.45,18.9667,66.54,74,91,9.08,NA,1675303645
460,ust-kuyga,70.0167,135.6,-24.9,98,97,3.58,RU,1675303646
461,scarborough,54.2797,-0.4044,47.77,86,92,8.01,GB,1675303575
462,nara,34.6851,135.8049,44.49,39,100,10.04,JP,1675303541
463,clyde river,70.4692,-68.5914,-29.0,88,98,3.67,CA,1675303626
464,anadyr,64.75,177.4833,27.1,86,100,17.9,RU,1675303385
465,ugoofaaru,5.6667,73.0,80.06,67,94,9.26,MV,1675303647
466,fortuna,40.5982,-124.1573,52.72,65,0,0.0,US,1675303647
467,mayo,38.8876,-76.5119,35.13,64,0,5.75,US,1675303648
468,ambilobe,-13.2,49.05,74.26,94,100,1.77,MG,1675303648
469,kewanee,41.2456,-89.9248,24.48,68,100,8.9,US,1675303648
470,pafos,34.7667,32.4167,51.58,46,2,17.27,CY,1675303649
471,rio gallegos,-51.6226,-69.2181,57.74,55,100,6.11,AR,1675303649
472,svetlyy,54.675,20.1347,37.45,98,100,11.52,RU,1675303649
473,touros,-5.1989,-35.4608,80.01,73,100,10.78,BR,1675303650
474,kandava,57.0409,22.7747,30.6,93,96,2.46,LV,1675303650
475,sibolga,1.7427,98.7792,77.2,71,100,2.93,ID,1675303650
476,peterlee,54.7603,-1.3365,47.98,83,100,8.01,GB,1675303651
477,behshahr,36.6923,53.5526,46.0,73,0,6.17,IR,1675303651
478,bundaberg,-24.85,152.35,85.21,88,50,1.01,AU,1675303651
479,keffi,8.8486,7.8736,77.23,18,18,4.5,NG,1675303652
480,aklavik,68.2191,-135.0107,-28.43,100,62,6.73,CA,1675303652
481,micheweni,-4.9667,39.8333,78.49,80,100,5.59,TZ,1675303652
482,saint-pierre,-21.3393,55.4781,74.88,69,40,5.75,RE,1675303653
483,omsukchan,62.5333,155.8,-8.46,99,78,1.48,RU,1675303653
484,beipiao,41.7919,120.7792,18.68,30,6,2.93,CN,1675303654
485,marsa matruh,31.3525,27.2453,56.19,56,100,9.06,EG,1675303654
486,te anau,-45.4167,167.7167,69.28,85,100,6.49,NZ,1675303639
487,padang,-0.9492,100.3543,78.85,75,77,3.78,ID,1675303376
488,yarada,17.65,83.2667,74.12,58,65,6.91,IN,1675303654
489,coahuayana,18.7333,-103.6833,69.94,84,31,1.77,MX,1675303655
490,teplodar,46.5059,30.3252,27.73,88,75,5.14,UA,1675303655
491,fonte boa,-2.4959,-66.2662,74.46,96,100,2.28,BR,1675303655
492,youghal,51.95,-7.8506,49.21,100,100,15.59,IE,1675303656
493,seddon,-37.8068,144.8916,71.15,48,0,19.57,AU,1675303656
494,maluso,6.543,121.8753,86.09,73,92,3.87,PH,1675303656
495,ancud,-41.8697,-73.8203,54.18,79,64,4.59,CL,1675303657
496,college,64.8569,-147.8028,12.79,84,100,5.75,US,1675303657
497,zemio,5.0314,25.1361,69.01,74,8,2.17,CF,1675303658
498,kargasok,59.0556,80.8572,1.26,95,59,6.29,RU,1675303658
499,cimitarra,6.3142,-73.9497,75.49,76,28,3.18,CO,1675303658
500,roseburg,43.2165,-123.3417,48.31,55,0,0.0,US,1675303641
501,miri,4.4148,114.0089,82.17,70,63,2.77,MY,1675303659
502,wanning,18.8003,110.3967,73.38,87,99,7.7,CN,1675303659
503,havre,49.5833,0.3333,46.17,87,75,13.8,FR,1675303659
504,katsuura,35.1333,140.3,44.62,34,100,11.95,JP,1675303660
505,adolfo lopez mateos,28.4667,-107.3,43.93,61,2,11.45,MX,1675303660
506,grand gaube,-20.0064,57.6608,75.38,84,6,1.99,MU,1675303660
507,wewak,-3.5534,143.6268,85.73,59,100,2.57,PG,1675303661
508,boralday,43.3578,76.8594,15.66,92,40,2.24,KZ,1675303661
509,saint-leu,-21.15,55.2833,74.26,74,14,2.86,RE,1675303661
510,alcudia,39.8532,3.1214,42.37,72,0,7.85,ES,1675303662
511,grand forks,47.9417,-97.4337,-2.47,84,75,4.61,US,1675303662
512,jennings,38.7192,-90.2604,29.32,61,0,3.44,US,1675303397
513,amalapuram,16.5833,82.0167,70.65,75,90,4.52,IN,1675303662
514,bayangol,50.6977,103.4656,-3.33,91,69,1.79,RU,1675303663
515,luanda,-8.8368,13.2343,77.0,88,75,8.05,AO,1675303417
516,krasnoselkup,65.7,82.4667,0.27,99,88,8.57,RU,1675303430
517,woodward,36.4337,-99.3904,31.12,69,0,0.0,US,1675303428
518,shihezi,44.3,86.0333,1.74,94,37,3.27,CN,1675303663
519,carutapera,-1.195,-46.02,73.15,98,100,1.79,BR,1675303664
520,obera,-27.4871,-55.1199,75.45,58,41,3.09,AR,1675303664
521,samarai,-10.6167,150.6667,85.39,69,100,11.99,PG,1675303664
522,half moon bay,37.4636,-122.4286,54.91,59,20,3.44,US,1675303665
523,gamba,-2.65,10.0,76.1,89,47,3.76,GA,1675303665
524,kapoeta,4.7717,33.5903,80.13,35,72,6.64,SS,1675303665
525,kurmanayevka,52.5093,52.0675,2.39,95,14,3.2,RU,1675303666
526,ayan,56.45,138.1667,-7.38,61,100,8.93,RU,1675303666
527,sivaki,52.6333,126.75,-2.45,77,8,10.42,RU,1675303666
528,matamoros,25.5333,-103.25,69.91,37,75,5.75,MX,1675303667
529,gaoyou,32.7858,119.4278,38.16,52,81,11.61,CN,1675303667
530,maningrida,-12.0667,134.2667,89.42,61,83,10.38,AU,1675303667
531,souillac,-20.5167,57.5167,78.44,81,60,8.84,MU,1675303668
532,southampton,50.904,-1.4043,47.61,88,59,3.0,GB,1675303446
533,tautira,-17.7333,-149.15,82.33,71,45,19.39,PF,1675303668
534,nokaneng,-19.6667,22.2667,67.8,87,99,3.91,BW,1675303668
535,claveria,18.6074,121.0832,80.15,75,2,12.5,PH,1675303669
536,verkh-usugli,52.7,115.1667,-4.54,85,44,1.25,RU,1675303669
537,saint-augustin,51.226,-58.6502,-8.63,93,51,2.86,CA,1675303409
538,gizo,-8.103,156.8419,85.01,71,100,10.2,SB,1675303669
539,baghdad,33.3406,44.4009,52.39,58,4,12.3,IQ,1675303612
540,cananeia,-25.0147,-47.9267,75.67,90,89,4.03,BR,1675303670
